ships,dates
Bakugou Katsuki & Midoriya Izuku,28 Mar 2023
Bakugou Katsuki/Midoriya Izuku,28 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,28 Mar 2023
Bakugou Katsuki/Dabi,28 Mar 2023
Bakugou Katsuki/Others,28 Mar 2023
Other Relationship Tags to Be Added,28 Mar 2023
Midoriya Izuku & Toga Himiko,28 Mar 2023
Molly Blyndeff & Giovanni Potage,28 Mar 2023
"Molly Blyndeff & Phoenica ""Feenie"" Fleecity XV & Bellatrix ""Trixie"" Roughhouse",28 Mar 2023
Molly Blyndeff & Naven Nuknuk,28 Mar 2023
Rick Shades & Everyone,28 Mar 2023
Lorelai Blyndeff & Giovanni Potage,28 Mar 2023
Midoriya Izuku & Molly Blyndeff,28 Mar 2023
Akaguro Chizome | Stain/Reader,28 Mar 2023
,28 Mar 2023
Midoriya Izuku & Takami Keigo | Hawks,28 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,28 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,28 Mar 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,28 Mar 2023
Midoriya Inko/Sensei | All For One,28 Mar 2023
Midoriya Hisashi/Midoriya Inko,28 Mar 2023
Other Relationship Tags to Be Added,28 Mar 2023
,28 Mar 2023
Bakugou Katsuki/Midoriya Izuku,28 Mar 2023
,28 Mar 2023
,28 Mar 2023
Midoriya Izuku/Todoroki Shouto,28 Mar 2023
League of Villains & Midoriya Izuku,28 Mar 2023
Bakugou Katsuki/Midoriya Izuku,28 Mar 2023
,28 Mar 2023
Bakugou Katsuki/Original Female Character(s),28 Mar 2023
Midoriya Izuku/Shinsou Hitoshi,26 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,26 Mar 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,26 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,26 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,26 Mar 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,26 Mar 2023
Midoriya Izuku & Sensei | All For One,26 Mar 2023
Bakugou Katsuki & Midoriya Izuku,26 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi & Yamada Hizashi | Present Mic,26 Mar 2023
Bakugou Katsuki & Shinsou Hitoshi,26 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,26 Mar 2023
Shinsou Hitoshi & Yamada Hizashi | Present Mic,26 Mar 2023
Aizawa Shouta | Eraserhead & Nedzu,26 Mar 2023
Aizawa Shouta | Eraserhead & Yagi Toshinori | All Might,26 Mar 2023
Midoriya Hisashi & Midoriya Inko & Midoriya Izuku,26 Mar 2023
Midoriya Hisashi & Midoriya Izuku,26 Mar 2023
Midoriya Inko & Midoriya Izuku,26 Mar 2023
Kendou Itsuka/Midoriya Izuku,26 Mar 2023
Akaguro Chizome | Stain/Yagi Toshinori | All Might,26 Mar 2023
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,26 Mar 2023
Bakugou Katsuki/Midoriya Izuku,26 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,26 Mar 2023
Kirishima Eijirou/Midoriya Izuku,26 Mar 2023
,26 Mar 2023
Kaminari Denki/Shinsou Hitoshi,26 Mar 2023
Iida Tenya/Midoriya Izuku,26 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,26 Mar 2023
Bakugou Katsuki & Midoriya Izuku,26 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,26 Mar 2023
Kirishima Eijirou & Midoriya Izuku,26 Mar 2023
Bakugou Katsuki & Jirou Kyouka,26 Mar 2023
Takami Keigo | Hawks & Usagiyama Rumi | Miruko,26 Mar 2023
Class 1-A & Midoriya Izuku,26 Mar 2023
No Romantic Relationship(s),26 Mar 2023
Midoriya Izuku & Todoroki Shouto,26 Mar 2023
Asui Tsuyu & Midoriya Izuku,26 Mar 2023
Iida Tenya & Midoriya Izuku & Uraraka Ochako,26 Mar 2023
Midoriya Izuku & Yaoyorozu Momo,26 Mar 2023
Bakugou Katsuki & Jirou Kyouka,26 Mar 2023
Midoriya Izuku & Uraraka Ochako,26 Mar 2023
Dabi | Todoroki Touya/Original Female Character(s),26 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,26 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,26 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,26 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,26 Mar 2023
Shigaraki Tomura | Shimura Tenko/Todoroki Enji | Endeavor,26 Mar 2023
Takami Keigo | Hawks/Todoroki Enji | Endeavor,26 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,26 Mar 2023
Class 1-A & Midoriya Izuku,26 Mar 2023
Bakugou Katsuki & Midoriya Izuku,26 Mar 2023
Midoriya Izuku/Uraraka Ochako,26 Mar 2023
Others to be determined,26 Mar 2023
Bakugou Katsuki/Midoriya Izuku,26 Mar 2023
Minor or Background Relationship(s),26 Mar 2023
Despair/Enoshima Junko,26 Mar 2023
Enoshima Junko & Midoriya Izuku,26 Mar 2023
Bakugou Katsuki/Midoriya Izuku,26 Mar 2023
Midoriya Izuku/Todoroki Shouto,26 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,26 Mar 2023
Aizawa Shouta | Eraserhead & Todoroki Shouto,26 Mar 2023
Bakugou Katsuki & Todoroki Shouto,26 Mar 2023
Kirishima Eijirou & Todoroki Shouto,26 Mar 2023
Eri & Todoroki Shouto,26 Mar 2023
Todoroki Shouto & Uraraka Ochako,26 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,26 Mar 2023
,26 Mar 2023
Midoriya Izuku & Todoroki Shouto,26 Mar 2023
Aizawa Shouta | Eraserhead & Todoroki Shouto,26 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,26 Mar 2023
Eri & Midoriya Izuku,26 Mar 2023
Eri & Todoroki Shouto,26 Mar 2023
Todoroki Shouto & Yamada Hizashi | Present Mic,26 Mar 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,26 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,26 Mar 2023
Todoroki Shouto & Yagi Toshinori | All Might,26 Mar 2023
Bakugou Katsuki & Midoriya Izuku,26 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,26 Mar 2023
Aizawa Shouta | Eraserhead & Eri & Shinsou Hitoshi & Yamada Hizashi | Present Mic,26 Mar 2023
Dabi | Todoroki Touya & Todoroki Shouto,26 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,25 Mar 2023
Midoriya Izuku/Todoroki Shouto,25 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Mar 2023
Bakugou Katsuki/Shigaraki Tomura | Shimura Tenko,25 Mar 2023
Bakugou Katsuki & Shigaraki Tomura | Shimura Tenko,25 Mar 2023
Bakugou Katsuki & Dabi | Todoroki Touya,25 Mar 2023
Bakugou Katsuki & Toga Himiko,25 Mar 2023
Bakugou Katsuki & League of Villains,25 Mar 2023
Bakugou Katsuki & Bakugou Mitsuki,25 Mar 2023
Bakugou Masaru/Bakugou Mitsuki,25 Mar 2023
Bakugou Mitsuki & Sensei | All For One,25 Mar 2023
Sensei | All For One & Shigaraki Tomura | Shimura Tenko,25 Mar 2023
Midoriya Inko/Yagi Toshinori | All Might,25 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,25 Mar 2023
Bakugou Katsuki & Midoriya Izuku,25 Mar 2023
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Sero Hanta,25 Mar 2023
Aizawa Shouta | Eraserhead/Shirakumo Oboro/Yamada Hizashi | Present Mic,25 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,25 Mar 2023
Aizawa Shouta | Eraserhead & Eri,25 Mar 2023
Aizawa Shouta | Eraserhead & Bakugou Katsuki,25 Mar 2023
Aizawa Shouta | Eraserhead & Bakugou Mitsuki,25 Mar 2023
Shinsou Hitoshi & Yamada Hizashi | Present Mic,25 Mar 2023
Eri & Yamada Hizashi | Present Mic,25 Mar 2023
Bakugou Katsuki & Yamada Hizashi | Present Mic,25 Mar 2023
Bakugou Mitsuki & Yamada Hizashi | Present Mic,25 Mar 2023
Shinsou Hitoshi & Shirakumo Oboro,25 Mar 2023
Eri & Shirakumo Oboro,25 Mar 2023
Bakugou Katsuki & Shirakumo Oboro,25 Mar 2023
Bakugou Mitsuki & Shikamuro Oboro,25 Mar 2023
Todoroki Enji | Endeavor/Todoroki Rei,25 Mar 2023
Todoroki Fuyumi & Todoroki Natsuo & Todoroki Shouto,25 Mar 2023
Bakugou Mitsuki & Todoroki Enji | Endeavor,25 Mar 2023
Bakugou Katsuki & Todoroki Enji | Endeavor,25 Mar 2023
Bakugou Katsuki & Todoroki Shouto,25 Mar 2023
Rappa Kendou & Bakugou Katsuki,25 Mar 2023
Kirishima Eijirou & Toyomitsu Taishirou | Fat Gum,25 Mar 2023
Kirishima Eijirou & Rappa Kendou,25 Mar 2023
Bakugou Katsuki & Kirishima Eijirou,25 Mar 2023
Iida Tensei | Ingenium & Iida Tenya,25 Mar 2023
Bakugou Katsuki & Iida Tenya,25 Mar 2023
Bakugou Katsuki & Iida Tensei | Ingenium,25 Mar 2023
Bakugou Katsuki/Reader,25 Mar 2023
Midoriya Izuku/Reader,25 Mar 2023
Todoroki Shouto/Reader,25 Mar 2023
Dabi | Todoroki Touya/Reader,25 Mar 2023
Takami Keigo | Hawks/Reader,25 Mar 2023
Shinsou Hitoshi/Reader,25 Mar 2023
Kirishima Eijirou/Reader,25 Mar 2023
Bakugou Katsuki/Reader,25 Mar 2023
Bakugou Katsuki & Reader,25 Mar 2023
Bakugou Katsuki/Reader,25 Mar 2023
Midoriya Izuku/Reader,25 Mar 2023
Todoroki Shouto/Reader,25 Mar 2023
Dabi | Todoroki Touya/Reader,25 Mar 2023
Takami Keigo | Hawks/Reader,25 Mar 2023
Todoroki Natsuo/Reader,25 Mar 2023
Mikey | Sano Manjirou/Reader,25 Mar 2023
Matsuno Chifuyu/Reader,25 Mar 2023
Hanma Shuji/Reader,25 Mar 2023
Kisaki Tetta/Reader,25 Mar 2023
Donquixote Doflamingo/Reader,25 Mar 2023
Jean Kirstein/Reader,25 Mar 2023
Eren Yeager/Reader,25 Mar 2023
Reiner Braun/Reader,25 Mar 2023
Shinsou Hitoshi/Reader,25 Mar 2023
Yagami Light/Reader,25 Mar 2023
Denji (Chainsaw Man)/Reader,25 Mar 2023
Tsukishima Kei/Reader,25 Mar 2023
Heiwajima Shizuo/Reader,25 Mar 2023
Oikawa Tooru/Reader,25 Mar 2023
Worick Arcangelo/Reader,25 Mar 2023
Shigaraki Tomura | Shimura Tenko/Reader,25 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,25 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,25 Mar 2023
Midoriya Izuku & Nedzu,25 Mar 2023
Aizawa Shouta | Eraserhead & Nedzu,25 Mar 2023
Midoriya Izuku/Shinsou Hitoshi,25 Mar 2023
Takami Keigo | Hawks/Original Female Character(s),25 Mar 2023
Tatsuma Ryuuko | Ryuukyuu/Usagiyama Rumi | Miruko,25 Mar 2023
Aizawa Shouta | Eraserhead/Fukukado Emi | Ms. Joke,25 Mar 2023
Nishiya Shinji | Kamui Woods/Takeyama Yuu | Mount Lady,25 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Mar 2023
Other Relationship Tags to Be Added,25 Mar 2023
Midoriya Izuku/Shouji Mezou,25 Mar 2023
Barry Allen/Midoriya Izuku/Iris West,25 Mar 2023
Bakugou Katsuki/Todoroki Shouto,25 Mar 2023
Aizawa Shouta | Eraserhead & Bakugou Katsuki,25 Mar 2023
Ashido Mina & Todoroki Shouto,25 Mar 2023
Kirishima Eijirou & Todoroki Shouto,25 Mar 2023
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta,25 Mar 2023
Bakugou Masaru/Bakugou Mitsuki,25 Mar 2023
Bakugou Katsuki & Bakugou Mitsuki,25 Mar 2023
Bakugou Katsuki & Bakugou Masaru,25 Mar 2023
Sero Hanta & Todoroki Shouto,25 Mar 2023
Kaminari Denki & Todoroki Shouto,25 Mar 2023
Aizawa Shouta | Eraserhead & Shuuzenji Chiyo | Recovery Girl,25 Mar 2023
Bakugou Katsuki & Shuuzenji Chiyo | Recovery Girl,25 Mar 2023
Aizawa Shouta | Eraserhead & Class 1-A,25 Mar 2023
Bakugou Katsuki/Midoriya Izuku,25 Mar 2023
Midoriya Izuku/Todoroki Shouto,25 Mar 2023
Midoriya Izuku/Uraraka Ochako,25 Mar 2023
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,25 Mar 2023
Kirishima Eijirou/Midoriya Izuku,25 Mar 2023
Midoriya Izuku/Shinsou Hitoshi,25 Mar 2023
Iida Tenya/Midoriya Izuku,25 Mar 2023
Ashido Mina/Midoriya Izuku,25 Mar 2023
Kaminari Denki/Midoriya Izuku,25 Mar 2023
Midoriya Izuku/Shigaraki Tomura | Shimura Tenko,25 Mar 2023
Dabi | Todoroki Touya/Midoriya Izuku,25 Mar 2023
Midoriya Izuku/Yaoyorozu Momo,25 Mar 2023
Chisaki Kai | Overhaul/Midoriya Izuku,25 Mar 2023
Midoriya Izuku/Sero Hanta,25 Mar 2023
Midoriya Izuku/Tokoyami Fumikage,25 Mar 2023
Midoriya Izuku/Shouji Mezou,25 Mar 2023
Eri/Midoriya Izuku,25 Mar 2023
Midoriya Izuku/Everyone,25 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,25 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,25 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Mar 2023
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,25 Mar 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,25 Mar 2023
Eri & Midoriya Izuku,25 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,25 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,25 Mar 2023
Kayama Nemuri | Midnight & Midoriya Izuku,25 Mar 2023
Bakugou Katsuki & Midoriya Izuku,25 Mar 2023
,25 Mar 2023
Midoriya Izuku & Sensei | All For One,25 Mar 2023
Sensei | All For One & Shigaraki Tomura | Shimura Tenko,25 Mar 2023
Midoriya Izuku & Nedzu,25 Mar 2023
Bakugou Katsuki/Midoriya Izuku,25 Mar 2023
Bakugou Katsuki & Midoriya Izuku,25 Mar 2023
Asui Tsuyu & Iida Tenya & Midoriya Izuku & Todoroki Shouto & Uraraka Ochako,25 Mar 2023
Midoriya Inko & Midoriya Izuku,25 Mar 2023
Kirishima Eijirou & Midoriya Izuku,25 Mar 2023
Bakugou Katsuki/Midoriya Izuku,25 Mar 2023
Dabi | Todoroki Touya & Midoriya Izuku,25 Mar 2023
Midoriya Izuku & Monoma Neito,25 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,25 Mar 2023
Hatsume Mei & Midoriya Izuku,25 Mar 2023
Midoriya Izuku & Okuta Kagerou | Giran,25 Mar 2023
Yamada Hizashi | Present Mic/Original Female Character(s),25 Mar 2023
Yamada Hizashi | Present Mic/Elly Sketchit | Cheshire,25 Mar 2023
,25 Mar 2023
Bakugou Katsuki/Midoriya Izuku,25 Mar 2023
Iida Tenya/Uraraka Ochako,25 Mar 2023
Kaminari Denki/Kirishima Eijirou,25 Mar 2023
Jirou Kyouka/Yaoyorozu Momo,25 Mar 2023
Bad Parent #1/ Bad Parent #2,25 Mar 2023
Todoroki Enji | Endeavor/Todoroki Rei,25 Mar 2023
Class 1-A & Midoriya Izuku,23 Mar 2023
League of Villains & Shigaraki Tomura | Shimura Tenko,23 Mar 2023
Shigaraki Tomura | Shimura Tenko & Yagi Toshinori | All Might,23 Mar 2023
Midoriya Izuku & Sensei | All For One,23 Mar 2023
Class 1-A & Shigaraki Tomura | Shimura Tenko,23 Mar 2023
League of Villains & Midoriya Izuku,23 Mar 2023
Kaminari Denki/Shinsou Hitoshi,23 Mar 2023
Midoriya Izuku/Shinsou Hitoshi,23 Mar 2023
Kaminari Denki/Midoriya Izuku,23 Mar 2023
Kaminari Denki/Midoriya Izuku/Shinsou Hitoshi,23 Mar 2023
Monoma Neito & Shinsou Hitoshi,23 Mar 2023
Midoriya Izuku & Monoma Neito,23 Mar 2023
Hatsume Mei & Midoriya Izuku,23 Mar 2023
Bakugou Katsuki/Midoriya Izuku,23 Mar 2023
Bakugou Katsuki & Midoriya Izuku,23 Mar 2023
Toga Himiko/Uraraka Ochako,23 Mar 2023
Bakugou Katsuki/Midoriya Izuku,23 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,23 Mar 2023
Kaminari Denki/Todoroki Shouto,23 Mar 2023
Eri/Izumi Kouta,23 Mar 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,23 Mar 2023
Asui Tsuyu/Uraraka Ochako,23 Mar 2023
Ashido Mina/Asui Tsuyu,23 Mar 2023
Monoma Neito/Shinsou Hitoshi,23 Mar 2023
Shinsou Hitoshi/Original Character(s),23 Mar 2023
Midoriya Izuku/Uraraka Ochako,23 Mar 2023
Midoriya Izuku & Uraraka Ochako,23 Mar 2023
Midoriya Izuku/Uraraka Ochako,23 Mar 2023
Midoriya Izuku & Uraraka Ochako,23 Mar 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,23 Mar 2023
Midoriya Izuku & Everyone,23 Mar 2023
League of Villains & Midoriya Izuku,23 Mar 2023
Midoriya Izuku & Toga Himiko,23 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Mar 2023
No Romantic Relationship(s),23 Mar 2023
Class 1-A & Midoriya Izuku,23 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,23 Mar 2023
Midoriya Izuku & Monoma Neito,23 Mar 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,23 Mar 2023
Bakugou Katsuki & Midoriya Izuku,23 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,23 Mar 2023
Izuku/Himself,23 Mar 2023
Bakugou Katsuki/Midoriya Izuku,23 Mar 2023
Bakugou Katsuki/Todoroki Shouto,23 Mar 2023
Midoriya Izuku/Uraraka Ochako,23 Mar 2023
Ashido Mina/Kirishima Eijirou,23 Mar 2023
Class 1-A (My Hero Academia) & Original Character(s),23 Mar 2023
Bakugou Katsuki & Midoriya Izuku & Todoroki Shouto,23 Mar 2023
Aizawa Shouta | Eraserhead & Original Character(s),23 Mar 2023
Aizawa Shouta | Eraserhead/Midoriya Izuku,23 Mar 2023
Aizawa Shouta & Kayama Nemuri & Shirakumo Oboro & Yamada Hizashi,23 Mar 2023
Shirakumo Oboro/Yamada Hizashi | Present Mic,23 Mar 2023
Kaminari Denki/Shinsou Hitoshi,23 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,23 Mar 2023
Dabi | Todoroki Touya/Reader,23 Mar 2023
,23 Mar 2023
Midoriya Izuku/Todoroki Shouto,23 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,23 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Mar 2023
Midoriya Izuku & Nedzu,23 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Mar 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,23 Mar 2023
Bakugou Katsuki & Midoriya Izuku,23 Mar 2023
Dabi | Todoroki Touya & Midoriya Izuku,23 Mar 2023
Midoriya Izuku & Toga Himiko,23 Mar 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,23 Mar 2023
Bakugou Masaru/Bakugou Mitsuki,23 Mar 2023
Todoroki Enji | Endeavor/Todoroki Rei,23 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,23 Mar 2023
Shinsou/OC,21 Mar 2023
Aizawa Shouta | Eraserhead/Reader,21 Mar 2023
Bakugou Katsuki/Reader,21 Mar 2023
Yagi Toshinori | All Might/Reader,21 Mar 2023
Sensei | All For One & Yoichi | First One For All User,21 Mar 2023
Bakugou Katsuki & Midoriya Izuku,21 Mar 2023
Midoriya Inko & Midoriya Izuku,21 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,21 Mar 2023
Midoriya Izuku & Nedzu,21 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,21 Mar 2023
Aizawa Shouta | Eraserhead/Shirakumo Oboro/Yamada Hizashi | Present Mic,21 Mar 2023
Toga Himiko/Original Female Character(s),21 Mar 2023
出胜,21 Mar 2023
Kayama Nemuri | Midnight & Reader,21 Mar 2023
Todoroki Shouto & Todoroki Siblings,21 Mar 2023
Todoroki Rei & Todoroki Shouto,21 Mar 2023
Todoroki Enji | Endeavor & Todoroki Shouto,21 Mar 2023
Class 1-A & Todoroki Shouto,21 Mar 2023
,21 Mar 2023
Todoroki Fuyumi/Usagiyama Rumi | Miruko,21 Mar 2023
Shinsou Hitoshi/Uraraka Ochako,21 Mar 2023
Shinsou Hitoshi & Uraraka Ochako,21 Mar 2023
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,21 Mar 2023
Aizawa Shouta | Eraserhead/Original Female Character(s),21 Mar 2023
Aizawa Shouta | Eraserhead & Original Character(s),21 Mar 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,21 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,21 Mar 2023
Bakugou Katsuki & Midoriya Izuku,21 Mar 2023
Bakugou Katsuki & Uraraka Ochako,21 Mar 2023
Midoriya Izuku/Todoroki Shouto,21 Mar 2023
Kaminari Denki/Shinsou Hitoshi,21 Mar 2023
Midoriya Izuku/Uraraka Ochako,21 Mar 2023
Midoriya Izuku/Yaoyorozu Momo,21 Mar 2023
Kayama Nemuri | Midnight/Midoriya Izuku,21 Mar 2023
Bakugou Katsuki & Midoriya Izuku,21 Mar 2023
Dabi | Todoroki Touya & Midoriya Izuku,21 Mar 2023
Sensei | All for One/Reader,21 Mar 2023
Sensei | All for One/You,21 Mar 2023
Sensei | All For One/Original Character(s),21 Mar 2023
,21 Mar 2023
Dabi | Todoroki Touya/Todoroki Shouto,21 Mar 2023
Midoriya Izuku & Uraraka Ochako,21 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,21 Mar 2023
Class 1-A & Midoriya Izuku,21 Mar 2023
Midoriya Izuku & Todoroki Shouto,21 Mar 2023
Bakugou Katsuki & Midoriya Izuku,21 Mar 2023
Bakugou Katsuki & Kirishima Eijirou,21 Mar 2023
Midoriya Inko/Yagi Toshinori | All Might,21 Mar 2023
Bakugou Katsuki/Midoriya Izuku,21 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Mar 2023
Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might,19 Mar 2023
Harem - Relationship,19 Mar 2023
Bulma Briefs/Reader,19 Mar 2023
Chi-Chi (Dragon Ball)/Reader,19 Mar 2023
Android 18 (Dragon Ball)/Reader,19 Mar 2023
Mikasa Ackerman/Reader,19 Mar 2023
Annie Leonhart/Reader,19 Mar 2023
Kayama Nemuri | Midnight & Reader,19 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Mar 2023
Kaminari Denki/Shinsou Hitoshi,19 Mar 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,19 Mar 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,19 Mar 2023
Bakugou Katsuki/Midoriya Izuku,19 Mar 2023
Bakugou Katsuki & Midoriya Izuku & Todoroki Shouto,19 Mar 2023
Midoriya Izuku & Monoma Neito,19 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,19 Mar 2023
Jirou Kyouka/Yaoyorozu Momo,19 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Mar 2023
Kaminari Denki & Kirishima Eijirou,19 Mar 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,19 Mar 2023
League of Villains & Takami Keigo | Hawks,19 Mar 2023
Bakugou Katsuki/Kirishima Eijirou,19 Mar 2023
Bakugou Katsuki & Midoriya Izuku,19 Mar 2023
Kirishima Eijirou/Midoriya Izuku,19 Mar 2023
Todoroki Shouto/Yaoyorozu Momo,19 Mar 2023
Jirou Kyouka/Kaminari Denki,19 Mar 2023
Kaminari Denki/Shinsou Hitoshi,19 Mar 2023
Dabi | Todoroki Touya/Original Female Character(s),19 Mar 2023
Bakugou Katsuki & Uraraka Ochako,19 Mar 2023
Bakugou Katsuki/Midoriya Izuku,19 Mar 2023
Bakugou Katsuki/Midoriya Izuku,19 Mar 2023
Midoriya Izuku/Uraraka Ochako,19 Mar 2023
Midoriya Izuku & Yagi Toshinori | All Might,19 Mar 2023
Other Relationship Tags to Be Added,19 Mar 2023
Kirishima Eijirou/Midoriya Izuku,19 Mar 2023
Bakugou Katsuki/Midoriya Izuku,19 Mar 2023
Iida Tenya/Uraraka Ochako,19 Mar 2023
Class 1-A & Midoriya Izuku,19 Mar 2023
Midoriya Izuku & Uraraka Ochako,19 Mar 2023
Iida Tenya & Midoriya Izuku,19 Mar 2023
Bakugou Katsuki & Midoriya Izuku,19 Mar 2023
,19 Mar 2023
,19 Mar 2023
Dabi | Todoroki Touya & Shigaraki Tomura | Shimura Tenko,19 Mar 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,19 Mar 2023
Dabi | Todoroki Touya & Toga Himiko,19 Mar 2023
Dabi | Todoroki Touya & League of Villains,19 Mar 2023
Dabi | Todoroki Touya & Sako Atsuhiro | Mr. Compress,19 Mar 2023
Bubaigawara Jin | Twice & Dabi | Todoroki Touya,19 Mar 2023
Iguchi Shuuichi | Spinner & Shigaraki Tomura | Shimura Tenko,19 Mar 2023
Dabi | Todoroki Touya & Todoroki Shouto,19 Mar 2023
Aizawa Shouta/Chatora Yawara/Shiretoko Tomoko/Tsuchikawa Ryuuko/Sousaki Shino,19 Mar 2023
Aizawa/Wild Wild Pussycats,19 Mar 2023
Aizawa/Tiger/Ragdoll/Pixie-bob/Mandalay,19 Mar 2023
Aizawa Shouta | Eraserhead/Chatora Yawara | Tiger,19 Mar 2023
Aizawa Shouta | Eraserhead/Shiretoko Tomoko | Ragdoll,19 Mar 2023
Aizawa Shouta | Eraserhead/Tsuchikawa Ryuuko | Pixie-bob,19 Mar 2023
Aizawa Shouta | Eraserhead/Sousaki Shino | Mandalay,19 Mar 2023
Sousaki Shino | Mandalay/Tsuchikawa Ryuuko | Pixie-bob,19 Mar 2023
Chatora Yawara/Shiretoko Tomoko/Tsuchikawa Ryuuko/Sousaki Shino,19 Mar 2023
Jirou Kyouka & MIneta Minoru,19 Mar 2023
Jirou Kyouka/Mineta Minoru,19 Mar 2023
Jirou Kyouka/Kaminari Denki,19 Mar 2023
Jirou Kyouka & Kaminari Denki & Mineta Minoru,19 Mar 2023
Class 1-A & Mineta Minoru,19 Mar 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,19 Mar 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Mar 2023
Bakugou Katsuki & Midoriya Izuku,19 Mar 2023
Midoriya Izuku & Shinsou Hitoshi,19 Mar 2023
