names,dates
Uraraka Ochako,15 Apr 2023
Yaoyorozu Momo,15 Apr 2023
Ashido Mina,15 Apr 2023
Todoroki Shouto,15 Apr 2023
Hagakure Tooru,15 Apr 2023
Asui Tsuyu,15 Apr 2023
Jirou Kyouka,15 Apr 2023
Bakugou Katsuki,15 Apr 2023
Kirishima Eijirou,15 Apr 2023
Sero Hanta,15 Apr 2023
Kaminari Denki,15 Apr 2023
Midoriya Izuku,15 Apr 2023
Aizawa Shouta | Eraserhead,15 Apr 2023
Aoyama Yuuga,15 Apr 2023
Uraraka Ochako,15 Apr 2023
Iida Tenya,15 Apr 2023
Bakugou Katsuki,15 Apr 2023
Todoroki Shouto,15 Apr 2023
Kirishima Eijirou,15 Apr 2023
Jirou Kyouka,15 Apr 2023
Kaminari Denki,15 Apr 2023
Aizawa Shouta | Eraserhead,15 Apr 2023
Blackbeard | Edward Teach,15 Apr 2023
Monkey D. Luffy,15 Apr 2023
Uzumaki Naruto,15 Apr 2023
Kamado Tanjirou,15 Apr 2023
Shinsou Hitoshi,15 Apr 2023
Kirishima Eijirou,15 Apr 2023
Midoriya Izuku,15 Apr 2023
Bakugou Katsuki,15 Apr 2023
Todoroki Shouto,15 Apr 2023
Kaminari Denki,15 Apr 2023
Uraraka Ochako,15 Apr 2023
Aizawa Shouta | Eraserhead,15 Apr 2023
Original Female Character(s),15 Apr 2023
Dabi | Todoroki Touya,15 Apr 2023
Takami Keigo | Hawks,15 Apr 2023
Midoriya Izuku,15 Apr 2023
Bakugou Katsuki,15 Apr 2023
Midoriya Inko,15 Apr 2023
Yagi Toshinori | All Might,15 Apr 2023
Midoriya Hisashi,15 Apr 2023
Original Characters,15 Apr 2023
Class 1-A (My Hero Academia),15 Apr 2023
god (green edition),15 Apr 2023
Aizawa Shouta | Eraserhead,15 Apr 2023
Yamada Hizashi | Present Mic,15 Apr 2023
Uraraka Ochako,15 Apr 2023
Ojiro Mashirao,15 Apr 2023
Asui Tsuyu,15 Apr 2023
Iida Tenya,15 Apr 2023
Yaoyorozu Momo,15 Apr 2023
Thirteen (My Hero Academia),15 Apr 2023
Shigaraki Tomura | Shimura Tenko,15 Apr 2023
Kurogiri (My Hero Academia),15 Apr 2023
Noumu (My Hero Academia),15 Apr 2023
Shigaraki Tomura | Shimura Tenko,15 Apr 2023
Dabi | Todoroki Touya,15 Apr 2023
Toga Himiko,15 Apr 2023
Bubaigawara Jin | Twice,15 Apr 2023
Iguchi Shuuichi | Spinner,15 Apr 2023
Sako Atsuhiro | Mr. Compress,15 Apr 2023
Sensei | All For One,15 Apr 2023
Midoriya Izuku,15 Apr 2023
Todoroki Shouto,15 Apr 2023
Garaki Kyuudai | Ujiko Daruma,15 Apr 2023
Meta Liberation Army (My Hero Academia),15 Apr 2023
Okuta Kagerou | Giran,15 Apr 2023
Nine (My Hero Academia),15 Apr 2023
Kon Choujuurou | Chimera,15 Apr 2023
Hasaki Kiruka | Slice,15 Apr 2023
Makihara Houyou | Mummy,15 Apr 2023
Peter Parker,15 Apr 2023
Toga Himiko,15 Apr 2023
Matt Murdock,15 Apr 2023
May Parker (Spider-Man),15 Apr 2023
Aizawa Shouta | Eraserhead,15 Apr 2023
Midoriya Izuku,15 Apr 2023
Wilson Fisk,15 Apr 2023
Flash Thompson,15 Apr 2023
Flash Thompson | Anti-Venom,15 Apr 2023
Bakugou Katsuki,15 Apr 2023
Kraven the Hunter,15 Apr 2023
Tsukauchi Naomasa,15 Apr 2023
"Yuriko ""Yuri"" Watanabe",15 Apr 2023
"Franklin ""Foggy"" Nelson",15 Apr 2023
Karen Page,15 Apr 2023
Melvin Potter,15 Apr 2023
Herman Schultz,15 Apr 2023
Norman Osborn,15 Apr 2023
Otto Octavius,15 Apr 2023
Flint Marko,15 Apr 2023
Claire Temple,15 Apr 2023
Rhino (Marvel),15 Apr 2023
Curt Connors,15 Apr 2023
Adrian Toomes,15 Apr 2023
"Lester | Benjamin ""Dex"" Poindexter",15 Apr 2023
Logan (X-Men),15 Apr 2023
Laura Kinney,15 Apr 2023
Max Dillon,15 Apr 2023
Sensei | All For One,15 Apr 2023
Haimawari Kouichi,15 Apr 2023
Haneyama Kazuho | Pop Step,15 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Yagi Toshinori | All Might,14 Apr 2023
Sensei | All For One,14 Apr 2023
Shigaraki Tomura | Shimura Tenko,14 Apr 2023
Kirishima Eijirou,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Todoroki Shouto,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Jirou Kyouka,14 Apr 2023
Shinsou Hitoshi,14 Apr 2023
Sero Hanta,14 Apr 2023
Kaminari Denki,14 Apr 2023
Dabi | Todoroki Touya,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Yamada Hizashi | Present Mic,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Yaoyorozu Momo,14 Apr 2023
Ashido Mina,14 Apr 2023
Class 1-A (My Hero Academia),14 Apr 2023
Original Characters,14 Apr 2023
Original Female Character(s),14 Apr 2023
Original Male Character(s),14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Todoroki Shouto,14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Yamada Hizashi | Present Mic,14 Apr 2023
Eri (My Hero Academia),14 Apr 2023
Shimano Mahoro,14 Apr 2023
Izumi Kouta,14 Apr 2023
Original Child Character(s),14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Amajiki Tamaki,14 Apr 2023
Kirishima Eijirou,14 Apr 2023
Yaoyorozu Momo,14 Apr 2023
Hadou Nejire,14 Apr 2023
Toogata Mirio,14 Apr 2023
Ashido Mina,14 Apr 2023
Usagiyama Rumi | Miruko,14 Apr 2023
Toyomitsu Taishirou | Fat Gum,14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Kan Sekijirou | Vlad King,14 Apr 2023
Original Characters,14 Apr 2023
Dabi | Todoroki Touya,14 Apr 2023
Chisaki Kai | Overhaul,14 Apr 2023
Takami Keigo | Hawks,14 Apr 2023
Yagi Toshinori | All Might,14 Apr 2023
Sasaki Mirai | Sir Nighteye,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Yamada Hizashi | Present Mic,14 Apr 2023
Class 1-A (My Hero Academia),14 Apr 2023
Midoriya Inko,14 Apr 2023
Yagi Toshinori | All Might,14 Apr 2023
Sensei | All For One,14 Apr 2023
Midoriya Hisashi,14 Apr 2023
Tsukauchi Naomasa,14 Apr 2023
Akaguro Chizome | Stain,14 Apr 2023
Shigaraki Tomura | Shimura Tenko,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Todoroki Shouto,14 Apr 2023
Uraraka Ochako,14 Apr 2023
"Rachel ""Ray"" Gardner",14 Apr 2023
"Isaac ""Zack"" Foster",14 Apr 2023
Midoriya Izuku,14 Apr 2023
Toga Himiko,14 Apr 2023
Dabi | Todoroki Touya,14 Apr 2023
Hikiishi Kenji | Magne,14 Apr 2023
Sako Atsuhiro | Mr. Compress,14 Apr 2023
Bubaigawara Jin | Twice,14 Apr 2023
Kurogiri (My Hero Academia),14 Apr 2023
Sensei | All For One,14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Nedzu (My Hero Academia),14 Apr 2023
Uraraka Ochako,14 Apr 2023
Asui Tsuyu,14 Apr 2023
Iida Tenya,14 Apr 2023
Kirishima Eijirou,14 Apr 2023
Class 1-A (My Hero Academia),14 Apr 2023
Class 1-B (My Hero Academia),14 Apr 2023
Class 1-A Girls (My Hero Academia),14 Apr 2023
Class 1-A Boys (My Hero Academia),14 Apr 2023
Yaoyorozu Momo,14 Apr 2023
Yagi Toshinori | All Might,14 Apr 2023
Shinsou Hitoshi,14 Apr 2023
Yamada Hizashi | Present Mic,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Kaminari Denki,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Shinsou Hitoshi,14 Apr 2023
Midoriya Inko,14 Apr 2023
Sensei | All For One,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Midoriya Inko,14 Apr 2023
Bakugou Mitsuki,14 Apr 2023
Bakugou Masaru,14 Apr 2023
Uraraka Ochako,14 Apr 2023
Iida Tenya,14 Apr 2023
Todoroki Shouto,14 Apr 2023
Kaminari Denki,14 Apr 2023
Kirishima Eijirou,14 Apr 2023
Kaminari Denki,14 Apr 2023
Shinsou Hitoshi,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Shigaraki Tomura | Shimura Tenko,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Tetsutetsu Tetsutetsu,14 Apr 2023
Denki - Character,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Kaminari Denki,14 Apr 2023
Jirou Kyouka,14 Apr 2023
Shouji Mezou,14 Apr 2023
Yanagi Reiko,14 Apr 2023
Tsutsumi Kaina | Lady Nagant,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Sensei | All For One,14 Apr 2023
Class 1-A (My Hero Academia),14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Yamada Hizashi | Present Mic,14 Apr 2023
Eri (My Hero Academia),14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Kirishima Eijirou,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Kasaina Hidorishi,14 Apr 2023
Kasaina Nokori,14 Apr 2023
Dabi | Todoroki Touya,14 Apr 2023
Reader,14 Apr 2023
Toga Himiko,14 Apr 2023
Shigaraki Tomura | Shimura Tenko,14 Apr 2023
Bubaigawara Jin | Twice,14 Apr 2023
Iguchi Shuuichi | Spinner,14 Apr 2023
Hikiishi Kenji | Magne,14 Apr 2023
Kurogiri (My Hero Academia),14 Apr 2023
Sako Atsuhiro | Mr. Compress,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Kirishima Eijirou,14 Apr 2023
Aizawa Shouta | Eraserhead,14 Apr 2023
Midoriya Izuku,14 Apr 2023
Bakugou Katsuki,14 Apr 2023
Kaminari Denki,14 Apr 2023
Ashido Mina,14 Apr 2023
Todoroki Shouto,14 Apr 2023
Yamada Hizashi | Present Mic,14 Apr 2023
Iida Tenya,14 Apr 2023
Dazai Osamu (Bungou Stray Dogs),12 Apr 2023
Fyodor Dostoyevsky (Bungou Stray Dogs),12 Apr 2023
Aizawa Shouta | Eraserhead,12 Apr 2023
Yamada Hizashi | Present Mic,12 Apr 2023
Tsukauchi Naomasa,12 Apr 2023
Todoroki Enji | Endeavor,12 Apr 2023
Dabi | Todoroki Touya,12 Apr 2023
Toga Himiko,12 Apr 2023
Shigaraki Tomura | Shimura Tenko,12 Apr 2023
Kurogiri (My Hero Academia),12 Apr 2023
Midoriya Izuku,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Yamada Hizashi | Present Mic,12 Apr 2023
Midnight's Father,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Monoma Neito,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Shiozaki Ibara,12 Apr 2023
Yagi Toshinori | All Might,12 Apr 2023
Class 1-B (My Hero Academia),12 Apr 2023
Class 1-A (My Hero Academia),12 Apr 2023
Shinsou Hitoshi,12 Apr 2023
Uraraka Ochako,12 Apr 2023
Iida Tenya,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Satou Rikidou,12 Apr 2023
Kouda Kouji,12 Apr 2023
Todoroki Rei,12 Apr 2023
Midoriya Inko,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Ojiro Mashirao,12 Apr 2023
Shouji Mezou,12 Apr 2023
Shinsou Hitoshi,12 Apr 2023
Monoma Neito,12 Apr 2023
Dabi | Todoroki Touya,12 Apr 2023
Toga Himiko,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Shigaraki Tomura | Shimura Tenko,12 Apr 2023
Eri (My Hero Academia),12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Bakugou Mitsuki,12 Apr 2023
Bakugou Masaru,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Class 1-A (My Hero Academia),12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Dabi | Todoroki Touya,12 Apr 2023
Takami Keigo | Hawks,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Original Female Character(s),12 Apr 2023
Original Male Character(s),12 Apr 2023
Uraraka Ochako,12 Apr 2023
Amajiki Tamaki,12 Apr 2023
Kaminari Denki,12 Apr 2023
Aizawa Shouta | Eraserhead,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Todoroki Enji | Endeavor,12 Apr 2023
Aiba Manami | La Brava,12 Apr 2023
Yaoyorozu Momo,12 Apr 2023
Shigaraki Tomura | Shimura Tenko,12 Apr 2023
Shinsou Hitoshi,12 Apr 2023
Toga Himiko,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Class 1-A (My Hero Academia),12 Apr 2023
Original Non-Binary Character,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Kaminari Denki,12 Apr 2023
Ashido Mina,12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Sero Hanta,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Aizawa Shouta | Eraserhead,12 Apr 2023
Dabi | Todoroki Touya,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Jirou Kyouka,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Midoriya Inko,12 Apr 2023
Bakugou Mitsuki,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Aizawa Shouta | Eraserhead,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Kaminari Denki,12 Apr 2023
Uraraka Ochako,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Ashido Mina,12 Apr 2023
Bakugou Katsuki's Parents,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Midoriya Inko,12 Apr 2023
Uraraka Ochako,12 Apr 2023
Toga Himiko,12 Apr 2023
Yaoyorozu Momo,12 Apr 2023
Takeyama Yuu | Mount Lady,12 Apr 2023
Yagi Toshinori | All Might,12 Apr 2023
Ashido Mina,12 Apr 2023
Kayama Nemuri | Midnight,12 Apr 2023
Melissa Shield,12 Apr 2023
Hadou Nejire,12 Apr 2023
Thor (Marvel),12 Apr 2023
Abomination (Character),12 Apr 2023
Tony Stark,12 Apr 2023
Steve Rogers,12 Apr 2023
Hulk (Marvel),12 Apr 2023
Juggernaut,12 Apr 2023
En Sabah Nur,12 Apr 2023
Wade Wilson,12 Apr 2023
Erik Lehnsherr,12 Apr 2023
Shiozaki Ibara,12 Apr 2023
Hagakure Tooru,12 Apr 2023
Kamala Khan,12 Apr 2023
Laura Kinney,12 Apr 2023
Loki (Marvel),12 Apr 2023
Thanos (Marvel),12 Apr 2023
Fantastic Four (Team),12 Apr 2023
Frank Castle,12 Apr 2023
Sinister Six,12 Apr 2023
MODOK,12 Apr 2023
Blackagar Boltagon,12 Apr 2023
Logan (X-Men),12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Sero Hanta,12 Apr 2023
Kaminari Denki,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Aizawa Shouta | Eraserhead,12 Apr 2023
Nezu,12 Apr 2023
Nedzu (My Hero Academia),12 Apr 2023
Original Characters,12 Apr 2023
Eri (My Hero Academia),12 Apr 2023
Takami Keigo | Hawks,12 Apr 2023
Yagi Toshinori | All Might,12 Apr 2023
Todoroki Enji | Endeavor,12 Apr 2023
Midoriya Izuku,12 Apr 2023
Bakugou Katsuki,12 Apr 2023
Todoroki Shouto,12 Apr 2023
Uraraka Ochako,12 Apr 2023
Asui Tsuyu,12 Apr 2023
Koda Koji,12 Apr 2023
Kirishima Eijirou,12 Apr 2023
Jirou Kyouka,12 Apr 2023
Ojiro Mashirao,12 Apr 2023
Yaoyorozu Momo,12 Apr 2023
Kaminari Denki,12 Apr 2023
Ashido Mina,12 Apr 2023
Iida Tenya,12 Apr 2023
Shouji Mezou,12 Apr 2023
Sero Hanta,12 Apr 2023
Tokoyami Fumikage,12 Apr 2023
Shuuzenji Chiyo | Recovery Girl,12 Apr 2023
Lunch-Rush (My Hero Academia),12 Apr 2023
MB 296 | Spirit | Ajayu,12 Apr 2023
Shinsou Hitoshi,12 Apr 2023
Reader,12 Apr 2023
Midoriya Izuku,11 Apr 2023
Uraraka Ochako,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Midoriya Inko,11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Class 1-A (My Hero Academia),11 Apr 2023
Class 1-B (My Hero Academia),11 Apr 2023
Kendou Itsuka,11 Apr 2023
Yaoyorozu Momo,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Midoriya Inko,11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Gran Torino (My Hero Academia),11 Apr 2023
Sasaki Mirai | Sir Nighteye,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Bakugou Mitsuki,11 Apr 2023
Bakugou Masaru,11 Apr 2023
Class 1-A (My Hero Academia),11 Apr 2023
Shinsou Hitoshi,11 Apr 2023
Aizawa Shouta | Eraserhead,11 Apr 2023
Nedzu (My Hero Academia),11 Apr 2023
Yamada Hizashi | Present Mic,11 Apr 2023
Kayama Nemuri | Midnight,11 Apr 2023
Ishiyama Ken | Cementoss,11 Apr 2023
Snipe (My Hero Academia),11 Apr 2023
U.A.'s Big Three (My Hero Academia),11 Apr 2023
Hatsume Mei,11 Apr 2023
Original Hero Public Safety Commission Characters (My Hero Academia),11 Apr 2023
Melissa Shield,11 Apr 2023
Inui Ryou | Hound Dog,11 Apr 2023
David Shield,11 Apr 2023
Class 1-A (My Hero Academia),11 Apr 2023
Aizawa Shouta | Eraserhead,11 Apr 2023
Nezu,11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Yamada Hizashi | Present Mic,11 Apr 2023
Hatsume Mei,11 Apr 2023
Shinsou Hitoshi,11 Apr 2023
Eri (My Hero Academia),11 Apr 2023
U.A.'s Big Three (My Hero Academia),11 Apr 2023
Original Characters,11 Apr 2023
Kaminari Denki,11 Apr 2023
Kirishima Eijirou,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Sero Hanta,11 Apr 2023
Todoroki Shouto,11 Apr 2023
Todoroki Enji | Endeavor,11 Apr 2023
Toyomitsu Taishirou | Fat Gum,11 Apr 2023
Ojiro Mashirao,11 Apr 2023
Monoma Neito,11 Apr 2023
Tetsutetsu Tetsutetsu,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Midoriya Inko,11 Apr 2023
Uraraka Ochako,11 Apr 2023
Uraraka Ochako's Parents,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Bakugou Katsuki's Parents,11 Apr 2023
Other Character Tags to Be Added,11 Apr 2023
Midoriya Izuku,10 Apr 2023
Midoriya Inko,10 Apr 2023
Midoriya Hisashi,10 Apr 2023
Beerus (Dragon Ball),10 Apr 2023
Whis (Dragon Ball),10 Apr 2023
King Kai (Dragon Ball),10 Apr 2023
Supreme Kai | Shin (Dragon Ball),10 Apr 2023
Other Character Tags to Be Added,10 Apr 2023
Midoriya Izuku,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Aizawa Shouta | Eraserhead,11 Apr 2023
Midoriya Inko,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Kirishima Eijirou,11 Apr 2023
Aizawa Shouta | Eraserhead,11 Apr 2023
Tsukauchi Naomasa,11 Apr 2023
Yamada Hizashi | Present Mic,11 Apr 2023
Takagi Ken | Rock Lock,11 Apr 2023
Class 1-A (My Hero Academia),11 Apr 2023
U.A. Faculty (My Hero Academia),11 Apr 2023
U.A.'s Big Three (My Hero Academia),11 Apr 2023
Chisaki Kai | Overhaul,11 Apr 2023
Eri (My Hero Academia),11 Apr 2023
League of Villains (My Hero Academia),11 Apr 2023
Sensei | All For One,11 Apr 2023
Musutafu Police Department Officers (My Hero Academia),11 Apr 2023
Fukukado Emi | Ms. Joke,11 Apr 2023
Pro Heroes (My Hero Academia),11 Apr 2023
Shinsou Hitoshi,11 Apr 2023
Kaniyashiki Monika,11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Shinsou Hitoshi's Family,11 Apr 2023
Hagakure Tooru,11 Apr 2023
Hagakure Tooru's Parents,11 Apr 2023
Dr. Kyudai Garaki,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Midoriya Inko,11 Apr 2023
Yaoyorozu Momo,11 Apr 2023
Selkie (My Hero Academia),11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Original Characters,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Midoriya Izuku's Family,11 Apr 2023
U.A. Students (My Hero Academia),11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Aizawa Shouta | Eraserhead,11 Apr 2023
Dabi | Todoroki Touya,11 Apr 2023
Takami Keigo | Hawks,11 Apr 2023
Midoriya Hisashi,11 Apr 2023
Midoriya Inko,11 Apr 2023
Bakugou Masaru,11 Apr 2023
Bakugou Mitsuki,11 Apr 2023
Takami Keigo | Hawks,11 Apr 2023
Kayama Nemuri | Midnight,11 Apr 2023
Aizawa Shouta | Eraserhead,11 Apr 2023
Yagi Toshinori | All Might,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Midoriya Izuku,11 Apr 2023
Usagiyama Rumi | Miruko,11 Apr 2023
Iida Tenya,11 Apr 2023
Original Male Character(s),11 Apr 2023
Midoriya Izuku,11 Apr 2023
Bakugou Katsuki,11 Apr 2023
Original Characters,11 Apr 2023
Takami Keigo | Hawks,11 Apr 2023
Takami Keigo | Hawks,10 Apr 2023
Dabi | Todoroki Touya,10 Apr 2023
Toga Himiko,10 Apr 2023
Shigaraki Tomura | Shimura Tenko,10 Apr 2023
Iguchi Shuuichi | Spinner,10 Apr 2023
Sako Atsuhiro | Mr. Compress,10 Apr 2023
Bakugou Katsuki,10 Apr 2023
Shinsou Hitoshi,10 Apr 2023
Kaminari Denki,10 Apr 2023
Sero Hanta,10 Apr 2023
Kirishima Eijirou,10 Apr 2023
Ashido Mina,10 Apr 2023
Jirou Kyouka,10 Apr 2023
Aizawa Shouta | Eraserhead,10 Apr 2023
Yamada Hizashi | Present Mic,10 Apr 2023
Yagi Toshinori | All Might,10 Apr 2023
Tokoyami Fumikage,10 Apr 2023
Midoriya Izuku,10 Apr 2023
Todoroki Shouto,10 Apr 2023
Shouji Mezou,10 Apr 2023
Class 1-A (My Hero Academia),10 Apr 2023
Class 1-B (My Hero Academia),10 Apr 2023
Background & Cameo Characters,10 Apr 2023
Original Characters,10 Apr 2023
Kirishima Eijirou,10 Apr 2023
Bakugou Katsuki,10 Apr 2023
Midoriya Izuku,10 Apr 2023
Ashido Mina,10 Apr 2023
Sero Hanta,10 Apr 2023
Kaminari Denki,10 Apr 2023
Class 1-A (My Hero Academia),10 Apr 2023
Bakugou Katsuki,10 Apr 2023
Uraraka Ochako,10 Apr 2023
Ashido Mina,10 Apr 2023
Yaoyorozu Momo,10 Apr 2023
Kaminari Denki,10 Apr 2023
Kirishima Eijirou,10 Apr 2023
Jirou Kyouka,10 Apr 2023
Todoroki Shouto,10 Apr 2023
Bakugou Katsuki,10 Apr 2023
Aizawa Shouta | Eraserhead,10 Apr 2023
Midoriya Izuku,10 Apr 2023
Bakugou Katsuki,10 Apr 2023
Uraraka Ochako,10 Apr 2023
Kirishima Eijirou,10 Apr 2023
Jirou Kyouka,10 Apr 2023
Ashido Mina,10 Apr 2023
Asui Tsuyu,10 Apr 2023
Yaoyorozu Momo,10 Apr 2023
Iida Tenya,10 Apr 2023
Midoriya Izuku,10 Apr 2023
Class 1-A (My Hero Academia),10 Apr 2023
Midoriya Izuku,09 Apr 2023
Angron (Warhammer 40.000),09 Apr 2023
The Primarchs (Warhammer 40.000),09 Apr 2023
Midoriya Izuku,09 Apr 2023
Bakugou Katsuki,09 Apr 2023
Hatsume Mei,09 Apr 2023
Midoriya Hisashi,09 Apr 2023
Midoriya Inko,09 Apr 2023
Original Characters,09 Apr 2023
Uraraka Ochako,09 Apr 2023
Maijima Higari | Power Loader,09 Apr 2023
Yagi Toshinori | All Might,09 Apr 2023
Nedzu (My Hero Academia),09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Aizawa Shouta | Eraserhead,09 Apr 2023
Kan Sekijirou | Vlad King,09 Apr 2023
Shuuzenji Chiyo | Recovery Girl,09 Apr 2023
Iida Tenya,09 Apr 2023
Kaminari Denki,09 Apr 2023
Kirishima Eijirou,09 Apr 2023
Sero Hanta,09 Apr 2023
Kendou Itsuka,09 Apr 2023
Honenuki Juuzou,09 Apr 2023
Koji Koda,09 Apr 2023
Jirou Kyouka,09 Apr 2023
Fukidashi Manga,09 Apr 2023
Mineta Minoru,09 Apr 2023
Tsunotori Pony,09 Apr 2023
Yanagi Reiko,09 Apr 2023
Kaibara Sen,09 Apr 2023
Tokage Setsuna,09 Apr 2023
Kuroiro Shihai,09 Apr 2023
Kamakiri Togaru,09 Apr 2023
Awase Yousetsu,09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Kayama Nemuri | Midnight,09 Apr 2023
Aizawa Shouta | Eraserhead,09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Original Female Character(s),09 Apr 2023
Kayama Nemuri | Midnight,09 Apr 2023
Yagi Toshinori | All Might,09 Apr 2023
Aizawa Shouta | Eraserhead,09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Class 1-A (My Hero Academia),09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Aizawa Shouta | Eraserhead,09 Apr 2023
Nezu,09 Apr 2023
Kayama Nemuri | Midnight,09 Apr 2023
,09 Apr 2023
Midoriya Izuku,09 Apr 2023
Uraraka Ochako,09 Apr 2023
Melissa Shield,09 Apr 2023
Yagi Toshinori | All Might,09 Apr 2023
Toga Himiko,09 Apr 2023
Midoriya Inko,09 Apr 2023
Eri (My Hero Academia),09 Apr 2023
Aizawa Shouta | Eraserhead,09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Bakugou Katsuki,09 Apr 2023
Reader,09 Apr 2023
Midoriya Izuku,09 Apr 2023
Midoriya Inko,09 Apr 2023
Aizawa Shouta | Eraserhead,09 Apr 2023
Yamada Hizashi | Present Mic,09 Apr 2023
Nedzu (My Hero Academia),09 Apr 2023
Yagi Toshinori | All Might,09 Apr 2023
Shinsou Hitoshi,09 Apr 2023
Bakugou Katsuki,09 Apr 2023
Hikiishi Kenji | Magne,09 Apr 2023
Dabi | Todoroki Touya,09 Apr 2023
Iguchi Shuuichi | Spinner,09 Apr 2023
Hatsume Mei,09 Apr 2023
Tokoyami Fumikage,09 Apr 2023
